target_id	length	eff_length	est_counts	tpm
CDS_defensin_g1_i1	225	83.9785	0	0
CDS_defensin_g1_i2	225	83.9785	0	0
CDS_defensin_g2	225	83.9785	1	5.35801
CDS_defensin_g3	225	83.9785	0.5	2.679
CDS_defensin_g4	225	83.9785	0	0
CDS_defensin_g5	225	83.9785	0.5	2.679
CDS_defensin_g6	225	83.9785	0	0
CDS_defensin_g7	225	83.9785	0	0
CDS_defensin_g8	225	83.9785	0	0
CDS_defensin_g9	216	76.9083	14	81.908
CDS_defensin_g10	216	76.9083	5.12918	30.0086
CDS_defensin_g11	246	101.435	12	53.2312
CDS_defensin_g12	246	101.435	0	0
CDS_defensin_g13	228	86.4519	1	5.20471
CDS_defensin_g14	228	86.4519	0	0
CDS_defensin_g15	192	58.8809	0	0
CDS_defensin_g16_i1	192	58.8809	0.5	3.82092
CDS_defensin_g16_i2	192	58.8809	0.5	3.82092
CDS_termicin_g1	195	61.0087	0	0
CDS_termicin_g2	195	61.0087	0	0
CDS_termicin_g3	195	61.0087	0	0
CDS_drosomycin_g1	201	65.4383	0	0
CDS_drosomycin_g2	201	65.4383	0	0
CDS_drosomycin_g3	201	65.4383	1	6.87606
CDS_drosomycin_g4	201	65.4383	0	0
CDS_drosomycin_g5	201	65.4383	44.5066	306.03
CDS_drosomycin_g6	216	76.9083	0	0
CDS_drosomycin_g7	201	65.4383	0	0
CDS_drosomycin_g8	201	65.4383	0	0
CDS_drosomycin_g9	201	65.4383	0	0
CDS_drosomycin_g10	201	65.4383	0	0
CDS_drosomycin_g11	201	65.4383	0	0
CDS_drosomycin_g12	201	65.4383	0	0
CDS_drosomycin_g13	201	65.4383	0	0
CDS_Attacin-like_g1	357	203.535	0	0
CDS_Attacin-like_g2	360	206.405	1	2.17998
CDS_Attacin-like_g3A	357	203.535	0	0
CDS_Attacin-like_g3B	357	203.535	0	0
CDS_blattellicin_g1	762	607.188	0	0
CDS_blattellicin_g2	729	574.188	1.08119	0.847267
CDS_blattellicin_g3	804	649.171	0	0
CDS_blattellicin_g4	738	583.188	12.4269	9.58795
BgeEVm000003t7	66787	66632.2	171.198	1.15608
BgeEVm000006t3	30440	30285.2	0	0
BgeEVm000001t1	39609	39454.2	121.829	1.38941
BgeEVm001108t1	29764	29609.2	11.7524	0.178596
BgeEVm009445t5	23941	23786.2	172.381	3.2609
BgeEVm000008t1	23753	23598.2	79.7373	1.52039
BgeEVm014930t1	7194	7039.17	11.093	0.709085
BgeEVm013440t1	21719	21564.2	112.743	2.35249
BgeEVm011349t1	924	769.171	0	0
BgeEVm000141t1	21395	21240.2	32.8444	0.695785
BgeEVm000020t2	21361	21206.2	66.6881	1.415
BgeEVm000256t1	12477	12322.2	8.85204	0.323242
BgeEVm013154t1	21231	21076.2	69.5475	1.48478
BgeEVm000014t1	21222	21067.2	103.495	2.21047
BgeEVm000014t8	5174	5019.17	0	0
BgeEVm015310t1	1334	1179.17	8.03088	3.06449
BgeEVm000010t1	20434	20279.2	4.65427	0.10327
BgeEVm021059t1	7906	7751.17	14.4914	0.841228
BgeEVm002177t1	18997	18842.2	55.6372	1.32864
BgeEVm018363t1	18387	18232.2	8.64069	0.213246
BgeEVm019786t1	18386	18231.2	53.9709	1.33204
BgeEVm021991t1	8588	8433.17	30.4222	1.6232
BgeEVm022327t1	18225	18070.2	83.3149	2.07459
BgeEVm000015t3	17898	17743.2	3.68788	0.0935227
BgeEVm000037t1	17506	17351.2	11.5005	0.298236
BgeEVm000087t4	17342	17187.2	18.8456	0.493375
BgeEVm000132t1	17276	17121.2	55.3695	1.45515
