target_id	length	eff_length	est_counts	tpm
CDS_defensin_g1_i1	225	85.9986	0.761557	4.14406
CDS_defensin_g1_i2	225	85.9986	0.761557	4.14406
CDS_defensin_g2	225	85.9986	0.871875	4.74436
CDS_defensin_g3	225	85.9986	0	0
CDS_defensin_g4	225	85.9986	0	0
CDS_defensin_g5	225	85.9986	0	0
CDS_defensin_g6	225	85.9986	0	0
CDS_defensin_g7	225	85.9986	0	0
CDS_defensin_g8	225	85.9986	0	0
CDS_defensin_g9	216	78.7939	18	106.904
CDS_defensin_g10	216	78.7939	17.7439	105.383
CDS_defensin_g11	246	103.311	15	67.945
CDS_defensin_g12	246	103.311	0	0
CDS_defensin_g13	228	88.3891	3	15.8832
CDS_defensin_g14	228	88.3891	0	0
CDS_defensin_g15	192	60.7144	0	0
CDS_defensin_g16_i1	192	60.7144	0	0
CDS_defensin_g16_i2	192	60.7144	0	0
CDS_termicin_g1	195	62.8662	0	0
CDS_termicin_g2	195	62.8662	1.22123	9.09065
CDS_termicin_g3	195	62.8662	3.66369	27.2719
CDS_drosomycin_g1	201	67.2964	0	0
CDS_drosomycin_g2	201	67.2964	2	13.9076
CDS_drosomycin_g3	201	67.2964	0	0
CDS_drosomycin_g4	201	67.2964	0	0
CDS_drosomycin_g5	201	67.2964	106.241	738.779
CDS_drosomycin_g6	216	78.7939	1	5.93912
CDS_drosomycin_g7	201	67.2964	0	0
CDS_drosomycin_g8	201	67.2964	0	0
CDS_drosomycin_g9	201	67.2964	0	0
CDS_drosomycin_g10	201	67.2964	0	0
CDS_drosomycin_g11	201	67.2964	0	0
CDS_drosomycin_g12	201	67.2964	0	0
CDS_drosomycin_g13	201	67.2964	0	0
CDS_Attacin-like_g1	357	206.124	0	0
CDS_Attacin-like_g2	360	209.024	1	2.23881
CDS_Attacin-like_g3A	357	206.124	0	0
CDS_Attacin-like_g3B	357	206.124	0	0
CDS_blattellicin_g1	762	610.207	0	0
CDS_blattellicin_g2	729	577.207	0	0
CDS_blattellicin_g3	804	652.207	0	0
CDS_blattellicin_g4	738	586.207	1	0.798295
BgeEVm000003t7	66787	66635.2	171.262	1.20274
BgeEVm000006t3	30440	30288.2	0	0
BgeEVm000001t1	39609	39457.2	8.03638	0.0953122
BgeEVm001108t1	29764	29612.2	9.93814	0.157054
BgeEVm009445t5	23941	23789.2	81.9455	1.61198
BgeEVm000008t1	23753	23601.2	34.0251	0.674653
BgeEVm014930t1	7194	7042.21	5.08089	0.337633
BgeEVm013440t1	21719	21567.2	16.7043	0.362451
BgeEVm011349t1	924	772.207	0	0
BgeEVm000141t1	21395	21243.2	26.6266	0.586557
BgeEVm000020t2	21361	21209.2	15.504	0.342085
BgeEVm000256t1	12477	12325.2	1.96497	0.0746065
BgeEVm013154t1	21231	21079.2	52.6476	1.1688
BgeEVm000014t1	21222	21070.2	70.8085	1.57265
BgeEVm000014t8	5174	5022.21	5.20091	0.484618
BgeEVm015310t1	1334	1182.21	18.7401	7.41811
BgeEVm000010t1	20434	20282.2	76.6116	1.76764
BgeEVm021059t1	7906	7754.21	14.4502	0.872066
BgeEVm002177t1	18997	18845.2	41.0502	1.01936
BgeEVm018363t1	18387	18235.2	0	0
BgeEVm019786t1	18386	18234.2	78.6999	2.01977
BgeEVm021991t1	8588	8436.21	0	0
BgeEVm022327t1	18225	18073.2	45.2116	1.17066
BgeEVm000015t3	17898	17746.2	5.13197	0.13533
BgeEVm000037t1	17506	17354.2	8.83412	0.238217
BgeEVm000087t4	17342	17190.2	15.7538	0.428862
BgeEVm000132t1	17276	17124.2	44.0438	1.20362
BgeEVm019419t1	5455	5303.21	36.687	3.23734
BgeEVm020924t1	2297	2145.21	0.103016	0.0224725
BgeEVm015615t1	10621	10469.2	18.4542	0.824889
BgeEVm008727t1	11614	11462.2	10.8033	0.441065
BgeEVm000115t1	16595	16443.2	17	0.483812
BgeEVm002379t3	16550	16398.2	47.9952	1.36967
BgeEVm000566t1	9732	9580.21	12	0.586166
BgeEVm000979t1	16130	15978.2	14.1934	0.415693
BgeEVm001027t1	4104	3952.21	0	0
BgeEVm000021t1	15963	15811.2	0	0
BgeEVm016632t1	1293	1141.21	2	0.820125
BgeEVm005794t1	15925	15773.2	29.3791	0.871633
BgeEVm001454t3	15797	15645.2	6.52576	0.195193
BgeEVm000778t1	15741	15589.2	186.495	5.59831
BgeEVm000833t1	15719	15567.2	44.8064	1.34693
BgeEVm010802t1	1266	1114.21	0.793028	0.333071
BgeEVm003239t1	15699	15547.2	5.61805	0.169102
BgeEVm000144t1	15602	15450.2	11.1267	0.337014
BgeEVm000552t4	15468	15316.2	16.3454	0.499413
BgeEVm018454t1	6241	6089.21	11.3462	0.871976
BgeEVm022284t1	15112	14960.2	67.09	2.09862
BgeEVm001519t1	14989	14837.2	0	0
BgeEVm001519t10	11655	11503.2	1.73186	0.0704545
BgeEVm021024t1	4634	4482.21	2.01128	0.209988
BgeEVm000067t1	14966	14814.2	0	0
BgeEVm018437t1	4926	4774.21	1	0.0980197
BgeEVm020667t1	8668	8516.21	24.6329	1.35358
BgeEVm004367t1	14681	14529.2	36.1058	1.16292
BgeEVm017696t1	6411	6259.21	45.984	3.43797
BgeEVm015619t2	14625	14473.2	15.6463	0.505898
BgeEVm014492t1	6179	6027.21	0	0
BgeEVm000058t4	14489	14337.2	172.025	5.61489
BgeEVm022286t1	14478	14326.2	24.2467	0.79202
